review,rating,date,bank,source,processed_review,sentiment_label,sentiment_score,keywords,theme_cluster,themes
"The app was updated 7 days ago. Since then it doesn't show the balance and seems like it is trying to update but the update never show a result even if after the green indicator shows sync finished and all the links for the different transaction say ""none available"".",1,2023-04-03,Commercial Bank of Ethiopia,Google Play,app update day ago balance like try update update result green indicator show sync finish link different transaction available,NEGATIVE,0.9880444407463074,"['app', 'transaction', 'like', 'update']",2,['Transaction Issues']
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things.",3,2022-01-17,Commercial Bank of Ethiopia,Google Play,good app user friendly possible start service app uninstalled device phone change easy set requirement office use install launch visit near branch office time silly business important thing,POSITIVE,0.7420370578765869,"['app', 'good', 'user', 'use', 'time', 'easy']",3,['Positive User Experience']
"I used it for the past 2 years. I live outside of Ethiopia, so it was very convenient to deposit or transfer money to and from my account. However, recently i kept getting ""None available"" message and not even able to see my balance or pull out people previous account information. So i uninstall and installed it, now it is asking me a key code whice you normally get it from ur bank. As i said,I live outside of Ethio, so unable to use this app anymore.",2,2023-12-03,Commercial Bank of Ethiopia,Google Play,past year live outside Ethiopia convenient deposit transfer money account recently keep get available message able balance pull people previous account information uninstall instal ask key code whice normally ur bank say live outside Ethio unable use app anymore,NEUTRAL,0.5,"['app', 'bank', 'use', 'transfer', 'money', 'account']",1,['Transaction Issues']
"The application is good but sometimes it doesn't respond my issues ie: Transfer,. In addition to this the application don't show my balance instade it only shows transaction history. If possible it's better if z app were able to show z exact balance sheet and fix a problem of not responding, if so I will rate z app ***** by adding z remaining 2 ** 10 Q.",3,2021-10-11,Commercial Bank of Ethiopia,Google Play,application good respond issue ie Transfer addition application balance instade show transaction history possible well z app able z exact balance sheet fix problem respond rate z app add z remain,NEGATIVE,0.9682878851890564,"['app', 'fix', 'transaction', 'good', 'application', 'transfer']",1,['Transaction Issues']
"Currently the app is not working becuase I think they forgot to update it. It always shows'sync failed''. And there is no customer service online. People living abroad are having problems. It is a big shame. It is very annoying and not user friendly, People are using CBE just becuase salary is transferd there. The app is a total failur.",1,2022-02-06,Commercial Bank of Ethiopia,Google Play,currently app work becuase think forget update fail customer service online People live abroad have problem big shame annoying user friendly People CBE becuase salary transferd app total failur,NEGATIVE,0.999527096748352,"['app', 'work', 'user', 'update']",2,['Cluster_2']
"The app is always buggy, you've to fix: 1. Transfer history. 2. The double(duplicate) transfer issue which everyone faces, were it gives our error and I've to transfer for a second time thinking it didn't work and both transferred transfers go through.",3,2023-05-29,Commercial Bank of Ethiopia,Google Play,app buggy fix transfer history transfer issue face give error transfer second time think work transfer transfer,NEGATIVE,0.9956449270248413,"['app', 'work', 'fix', 'time', 'transfer']",1,['Transaction Issues']
"It is a great app so far specially the speed is good. But it is important to know who send you money, so you should also show the sender's name if the receiver is in the sender's beneficiary list, because it shows the nick name of the receiver not the sender's name. Thank you.",5,2023-05-23,Commercial Bank of Ethiopia,Google Play,great app far specially speed good important know send money sender receiver sender beneficiary list show nick receiver sender thank,POSITIVE,0.9962085485458374,"['app', 'good', 'money']",1,['Positive User Experience']
We'll designed user interface and easy to use app. Well done CBE. The last version was just boring and unattractive. This version looks so good that I'm seeing people logging in just to enjoy the view. Keep it up.,5,2020-08-22,Commercial Bank of Ethiopia,Google Play,design user interface easy use app CBE version boring unattractive version look good see people log enjoy view,NEGATIVE,0.680417001247406,"['app', 'good', 'user', 'use', 'easy']",1,['Positive User Experience']
"Really I troubled to use this application since last week, I've been using it more than 2 years. I don't know what's wrong with it now. It can't synchronize, even can't see any update in my account. I tried to repair and manage in setting, but not possible. Also you don't have any means of online communication/ chat. Could you please tell me what to do?",4,2021-04-18,Commercial Bank of Ethiopia,Google Play,trouble use application week year know wrong synchronize update account try repair manage setting possible mean online chat tell,NEGATIVE,0.9989235997200012,"['application', 'update', 'use', 'account']",2,['Cluster_2']
Sometimes I make transactions twice because of repository failed issue Its annoying The app gets too busy it may also be closed when the recent option is clicked. After making a transaction there is a download option but it says can't save the image. Other than this issues the app is user friendly,4,2022-12-29,Commercial Bank of Ethiopia,Google Play,transaction twice repository fail issue annoying app get busy close recent option click make transaction download option say save image issue app user friendly,NEUTRAL,0.5516,"['app', 'transaction', 'user', 'option']",1,"['Security Features', 'Transaction Issues']"
Th app is great. But you can't make the same amount of payment with the same reason more that once. It will show an error but sometimes it transfer with the error. It should be fixed on the next update.,4,2023-04-11,Commercial Bank of Ethiopia,Google Play,Th app great payment reason error transfer error fix update,NEUTRAL,0.4228,"['app', 'fix', 'update', 'transfer']",2,['Transaction Issues']
"1- Always mixes up sequence of transaction history and also takea very long to update those 2- doesnt generate the reciept page when you transfer to other banks, mostly displays an error image. 3- struggles to work in places with 2G connection. Generally its a good app since the USSD is a nightmare we will be ok with this.",2,2024-03-23,Commercial Bank of Ethiopia,Google Play,mix sequence transaction history takea long update not generate reciept page transfer bank display error image struggle work place g connection generally good app USSD nightmare ok,NEUTRAL,0.5258,"['app', 'work', 'transaction', 'good', 'bank', 'update', 'transfer']",1,['Transaction Issues']
Good app but it fail to send on time the commission money is unnecessary and also their are some bug like recent transaction page don't show the recent one ...... Try to improve it's back system as a bank system people want it in different situations so it has to work every time as could as possible if you don't get it when you want why we use mobile banking not branch service as I conclusion personally I like the bank because it is CBE but not their digital banking system Thanks,2,2024-05-12,Commercial Bank of Ethiopia,Google Play,good app fail send time commission money unnecessary bug like recent transaction page recent try improve system bank system people want different situation work time possible want use mobile banking branch service conclusion personally like bank CBE digital banking system thank,NEGATIVE,0.9952926635742188,"['app', 'work', 'mobile', 'banking', 'transaction', 'good', 'like', 'bank', 'use', 'time', 'money']",0,['Transaction Issues']
"Why doesn't it show your previous bank balances alongside the transactions! It should show previous balances too! Only shows recent transaction, it must show old transactions as well! It would be great if you could print your bank statement from the app",1,2023-05-25,Commercial Bank of Ethiopia,Google Play,previous bank balance alongside transaction previous balance show recent transaction old transaction great print bank statement app,NEGATIVE,0.6537461876869202,"['app', 'transaction', 'bank']",1,['Transaction Issues']
Make it available to all smart phone. It selects some phone to be down load from play store. It also better to be transfer through xenders . Better from previous one but need some support to be available to all smart phone.,5,2020-08-05,Commercial Bank of Ethiopia,Google Play,available smart phone select phone load play store well transfer xender well previous need support available smart phone,NEGATIVE,0.9715589284896851,"['need', 'transfer']",1,['Transaction Issues']
"Although it is a great, quick, and simple tool to use for a variety of financial transaction purposes, an upgrade of biometrics and a six-digit pin code option should be introduced for increased security. More importantly, it would be great if it could provide an online cash receipt voucher for printout.",4,2023-08-01,Commercial Bank of Ethiopia,Google Play,great quick simple tool use variety financial transaction purpose upgrade biometric digit pin code option introduce increase security importantly great provide online cash receipt voucher printout,POSITIVE,0.9954244494438171,"['transaction', 'use', 'option']",1,"['Security Features', 'Transaction Issues']"
"The app doesn't have more option. I expected more and convinient features than other local banks mobile app however i found it poor. Pls add option where clients can check statment back dated, ....etc u need to advace the security like disabling screen shots from mobile device. I recommend you to bench mark Wells Fargo app.",1,2021-09-14,Commercial Bank of Ethiopia,Google Play,app option expect convinient feature local bank mobile app find poor pls add option client check statment date etc u need advace security like disable screen shot mobile device recommend bench mark Wells Fargo app,NEGATIVE,0.998977780342102,"['app', 'mobile', 'need', 'like', 'bank', 'option']",1,['Security Features']
Easy to use and a lot of functionalities! Keep your eyes on two things: 1. The transactions shown in the Recent section are messed up (every time I refresh it it shows different output of order and messed transaction list) 2. What if we can transfer to other Telebirr number Finally the transaction fee for transfers made other than CBE acc is expensive.,4,2024-05-28,Commercial Bank of Ethiopia,Google Play,easy use lot functionality eye thing transaction show recent section mess time refresh show different output order mess transaction list transfer Telebirr number finally transaction fee transfer CBE acc expensive,NEGATIVE,0.998688280582428,"['transaction', 'use', 'time', 'transfer', 'easy']",1,['Transaction Issues']
I tried to transfer a payment to my friend. The app did not show me any confirmation of a payment I belived as the payment was not sent to my friend so I tried many times. At the end I have found out that my account was out of balance. Its A Crazy And Unreliable App.,1,2021-06-03,Commercial Bank of Ethiopia,Google Play,try transfer payment friend app confirmation payment belive payment send friend try time end find account balance Crazy Unreliable App,NEGATIVE,0.9996910095214844,"['app', 'time', 'transfer', 'account']",3,['Transaction Issues']
"You guys really need to improve the app. I know there are lots of users, more than any other bank. But still look at telebirr. There is an issue of receiving text when money is deposited. Buying airline ticket is a Hussle. The app in its current state doesn't represent the giant CBE!!",1,2023-07-14,Commercial Bank of Ethiopia,Google Play,guy need improve app know lot user bank look telebirr issue receive text money deposit buy airline ticket Hussle app current state represent giant CBE,NEGATIVE,0.9972596168518066,"['app', 'need', 'bank', 'user', 'money']",1,['Cluster_1']
"I feel good, it is time and energy saving and also the first platform to digitalization of the financial issue. I want to remanid the developers to make more accessible and add more feature to it!",5,2023-07-26,Commercial Bank of Ethiopia,Google Play,feel good time energy saving platform digitalization financial issue want remanid developer accessible add feature,POSITIVE,0.5961470603942871,"['good', 'time']",3,['Positive User Experience']
"I love this app, it is easy to use and makes my life easier. Sometimes it says time out but sends money and sends agin. To send for other banks it is almost difficult and for other telbirr customers not totally possible yet. If these issues solved, the app is supper 5 star.",5,2022-12-12,Commercial Bank of Ethiopia,Google Play,love app easy use make life easy say time send money send agin send bank difficult telbirr customer totally possible issue solve app supper star,NEGATIVE,0.9592504501342773,"['app', 'bank', 'use', 'time', 'money', 'easy']",1,['Positive User Experience']
"CBE, please fix this app or you'll be left behind. Considering this was one of the first banking apps in Ethiopia, most bugs should have been fixed by now. But bugs still abound. It worked from outside Ethiopia but not for long. I haven't been able to use it (from outside Ethiopia) for the past 4 weeks. No updates visible. Nothing against the country that I dearly love. But this app is the one-eyed version as far as banking apps go. You know... a one-eyed man is a king...",3,2021-06-28,Commercial Bank of Ethiopia,Google Play,CBE fix app leave consider banking app Ethiopia bug fix bug abound work outside Ethiopia long able use outside Ethiopia past week update visible country dearly love app eyed version far banking app know eyed man king,NEGATIVE,0.9902893304824829,"['app', 'work', 'banking', 'fix', 'update', 'use']",0,['Cluster_0']
"I've been using this app for quite some time now and recently I've been seeing some unusual bugs, like saying error repository report, not syncing when I transfer to another account but then when I try it again, sent complete but has sent to that account twice... deducted twice...this needs to fixed ASAP...",2,2023-08-03,Commercial Bank of Ethiopia,Google Play,app time recently see unusual bug like say error repository report sync transfer account try send complete send account twice deduct twice need fix ASAP,NEUTRAL,0.4484,"['app', 'fix', 'need', 'like', 'time', 'transfer', 'account']",3,['Transaction Issues']
"I’ve noticed two key issues with your app: 1. Username Visibility: The app doesn’t display the username, making verification difficult. Please add this feature. 2. Transaction History: Transaction history gets deleted if the app is reinstalled. This data should remain accessible unless manually deleted by the user. A ""Load More"" option for older transactions would also be helpful. These issues have caused inconvenience. Fixing them would greatly improve the user experience. Thank you.",5,2024-12-01,Commercial Bank of Ethiopia,Google Play,notice key issue app Username Visibility app display username make verification difficult add feature Transaction history transaction history get delete app reinstall datum remain accessible manually delete user load option old transaction helpful issue cause inconvenience fix greatly improve user experience thank,NEGATIVE,0.9740145802497864,"['app', 'fix', 'transaction', 'user', 'option']",1,"['Security Features', 'Transaction Issues']"
"The CBE Mobile Banking App has truly exceeded my expectations. It offers a seamless and reliable banking experience right at my fingertips. From checking my account balance to transferring funds, the app performs flawlessly every time. It's impressive.",5,2023-12-16,Commercial Bank of Ethiopia,Google Play,CBE Mobile Banking App truly exceed expectation offer seamless reliable banking experience right fingertip check account balance transfer fund app perform flawlessly time impressive,POSITIVE,0.9990280866622925,"['app', 'mobile', 'banking', 'time', 'transfer', 'account']",0,['Transaction Issues']
"Nothing is working after the last update. Please fix it. With the previous version, when transfering money, it shows error message while the transfer is already made. It is causing unnecessary double transfers.",3,2023-10-12,Commercial Bank of Ethiopia,Google Play,work update fix previous version transfer money show error message transfer cause unnecessary double transfer,NEGATIVE,0.998842716217041,"['work', 'fix', 'update', 'transfer', 'money']",1,['Transaction Issues']
"1. Withdrawal messages are not received regularly 2. Apps need to be more friendly use in terms of operation, 3. Apps lack some advanced security features, Additional comment: 4. Now that we are using modern technology, requirements for Bank Book should fade away with time. Some Branch offices do not entertain customers w/out Bank Book. Thanks and best regards",3,2022-03-08,Commercial Bank of Ethiopia,Google Play,withdrawal message receive regularly app need friendly use term operation app lack advanced security feature additional comment modern technology requirement Bank Book fade away time Branch office entertain customer w Bank Book thank good regard,NEGATIVE,0.9969069361686707,"['app', 'need', 'good', 'bank', 'use', 'time']",1,['Positive User Experience']
I have been using the previous version of this app. My android version is 6.0 but unfortunately this new update support android 7.0 or higher. I don't know why you choose to do that. Most famous app here in google play are still support devices starting from version 4.0. considering most of the users to be from Ethiopia I don't think you will target almost all of the customers with the current lowest version support. Please address this issues we are facing.,2,2020-09-11,Commercial Bank of Ethiopia,Google Play,previous version app android version unfortunately new update support android high know choose famous app google play support device start version consider user Ethiopia think target customer current low version support address issue face,NEGATIVE,0.9974232912063599,"['app', 'user', 'update']",2,['Cluster_2']
"This ought to be a major update in a while. The graphical user interface has been well improved. However, a very important feature that used to exist in the old versions, which used to allow the user to transfer money within his own accounts in the CBE at ease has to be reinstated back.",3,2020-06-29,Commercial Bank of Ethiopia,Google Play,ought major update graphical user interface improve important feature exist old version allow user transfer money account CBE ease reinstate,NEGATIVE,0.9962073564529419,"['user', 'update', 'transfer', 'money', 'account']",1,['Transaction Issues']
"Since I started using this app it. Really helped me a lot. The CBE started some years ago and it is good progress, other foreign banks has money years experience and and the technology is theirs. Yes some inconvenience can occur the bank have to simplify it fast. Keep on going!!!",4,2022-12-15,Commercial Bank of Ethiopia,Google Play,start app help lot CBE start year ago good progress foreign bank money year experience technology theirs yes inconvenience occur bank simplify fast go,NEGATIVE,0.7963093519210815,"['app', 'good', 'bank', 'money']",1,['Positive User Experience']
"What a trash app! Trash! Trash! Trash! Whenever you want to use the app after once you uninstall it, or receive it from someone else, it will ask you for a new verification. Again, after you clear the cache and data, you will be required to ask a verification code from the nearby bank physically too! What a shame! Never use this app! Your account pass code is unsecure in this app. STOP using this app! I Do!",1,2024-09-10,Commercial Bank of Ethiopia,Google Play,trash app Trash Trash Trash want use app uninstall receive ask new verification clear cache datum require ask verification code nearby bank physically shame use app account pass code unsecure app stop app,NEGATIVE,0.9994515776634216,"['app', 'bank', 'use', 'account']",4,['Cluster_4']
"It cannot start. The old version was working perfectly. I am currently out of Ethiopia and cannot go to the bank to see what is the problem. Now I have no access to my account and with coronavirus travel restrictions, cannot go back to Ethiopia either. Is it possible to get an authorization key so that user can remotely reinstall/register the app?",1,2020-07-23,Commercial Bank of Ethiopia,Google Play,start old version work perfectly currently Ethiopia bank problem access account coronavirus travel restriction Ethiopia possible authorization key user remotely reinstall register app,NEGATIVE,0.8323596715927124,"['app', 'work', 'bank', 'user', 'account']",1,['Cluster_1']
"With your new CBE mobile app version, it is gonna be alright and much interactice I hope. However, using it in weaker internet connection is often tiring... 4 issues... 1. One thing, please allow the use to subscribe or unsubscribe from the service without the subscriber requiring him to come to your office in person.... 2. You may also introduce two-factor authorization, like if someone even has got your pin, 3. Consider includng water billing and 4.update your apps often work on improvements",3,2020-06-26,Commercial Bank of Ethiopia,Google Play,new CBE mobile app version go to alright interactice hope weak internet connection tire issue thing allow use subscribe unsubscribe service subscriber require come office person introduce factor authorization like get pin consider includng water billing app work improvement,NEGATIVE,0.9986379742622375,"['app', 'work', 'mobile', 'like', 'use']",1,['Cluster_1']
"1.Very unstable, continuously crashes. 2.There is an incredible amount of balance and transaction synchronization errors. 3.Have tries to make a transfer of 60k since yesterday still not able to due to errors popups with no message to explain error. For a bank, that is quite embarrassing and dangerous.",1,2024-03-09,Commercial Bank of Ethiopia,Google Play,unstable continuously crash incredible balance transaction synchronization error try transfer yesterday able error popup message explain error bank embarrassing dangerous,NEGATIVE,0.999401330947876,"['transaction', 'bank', 'transfer']",1,['Transaction Issues']
"I updated to the new version a while ago and it keeps crashing, maybe you can fix it.",3,2025-02-02,Commercial Bank of Ethiopia,Google Play,update new version ago keep crash maybe fix,NEGATIVE,0.9933215975761414,"['fix', 'update']",2,['Cluster_2']
It is a a much better App than other Private Banks. But you have to include the following options; 1. The Bank Statement should be Unlimited. It should allow to see all Transactions by Tracing Back. No Need to Limit it with only one Page Transaction (May be 10Page). 2. You have to Work on transferring Money to other Banks too. You can ask additional payment for it. But the Service will be Essential for Us.,5,2021-09-21,Commercial Bank of Ethiopia,Google Play,well App private bank include follow option Bank Statement unlimite allow Transactions trace need limit Page Transaction work transfer money bank ask additional payment Service essential,POSITIVE,0.7823340892791748,"['app', 'work', 'transaction', 'need', 'bank', 'transfer', 'money', 'option']",1,"['Security Features', 'Transaction Issues']"
fast and simple easy to use 👌,5,2025-05-12,Commercial Bank of Ethiopia,Google Play,fast simple easy use,POSITIVE,0.9955869913101196,"['use', 'easy']",1,['Positive User Experience']
"I have not seen anything like it in the Ethiopian banking industry. It is very easy to use, fast, and offers a wide range of services. However, I would like to suggest a future modification: currently, the app only displays transactions for one month. It would be beneficial if it could show transactions for more than one month, including yearly transactions. Please consider this request. Thank you, Commercial Bank of Ethiopia, for this innovative app.",5,2024-07-19,Commercial Bank of Ethiopia,Google Play,see like ethiopian banking industry easy use fast offer wide range service like suggest future modification currently app display transaction month beneficial transaction month include yearly transaction consider request thank Commercial Bank Ethiopia innovative app,POSITIVE,0.9211356043815613,"['app', 'banking', 'transaction', 'like', 'bank', 'use', 'easy']",1,['Transaction Issues']
"This has so many bugs and doesn't update transaction logs in time, to make it worse it shows error message when you send money but deducts from account at same time but never lets you know that the transaction was successful. And it has very annoying greeting notification.",2,2024-08-09,Commercial Bank of Ethiopia,Google Play,bug update transaction log time bad show error message send money deduct account time let know transaction successful annoying greeting notification,NEGATIVE,0.9995360374450684,"['transaction', 'update', 'time', 'money', 'account']",3,['Transaction Issues']
We're going to stop using not only this apk additional to stop all CBE services. bcz of when to use the apk it doesn't work properly/ doesn't sync /.... + started from last 2 months they're cut 5 birr without our permission for commission. + Cut 10 birr from us when transfer to telebirr... Uuuu CBE'jobs,1,2024-03-12,Commercial Bank of Ethiopia,Google Play,go stop apk additional stop CBE service bcz use apk work sync start month cut birr permission commission cut birr transfer telebirr uuuu,NEGATIVE,0.99830162525177,"['work', 'use', 'transfer']",1,['Transaction Issues']
"I have been using this app fair smoothly till the last update few days back and now it is a disaster as it repetitively says 'unable to sinc ' and when I uninstalled it and tried to re-install with proper procedure guided from my CBE branch, it again and again fails to accept verification code ...it is quite a disappointment !",1,2020-09-15,Commercial Bank of Ethiopia,Google Play,app fair smoothly till update day disaster repetitively say unable sinc uninstalle try install proper procedure guide CBE branch fail accept verification code disappointment,NEGATIVE,0.9982921481132507,"['app', 'update']",2,['Cluster_2']
I have been using this app for the past 2 years and I never had faced this kind of problem The problem is when you want to transfer it always says error or account pending then you think it didn't work unfortunately when you check your balance again it's already deducted,1,2022-11-04,Commercial Bank of Ethiopia,Google Play,app past year face kind problem problem want transfer say error account pende think work unfortunately check balance deduct,NEGATIVE,0.9980257749557495,"['app', 'work', 'transfer', 'account']",1,['Transaction Issues']
"It's full of crashing features, can't sync real time need 3,4 touching doesn't work many times. In fact it's not working now I'm afraid if I uninstalled it I will be forced to go to the branch to activate it again so here I'm stuck with the app unable to access my money",1,2024-03-14,Commercial Bank of Ethiopia,Google Play,crash feature sync real time need touch work time fact work afraid uninstalle force branch activate stick app unable access money,NEGATIVE,0.9987408518791199,"['app', 'work', 'need', 'time', 'money']",3,['Cluster_3']
Poor application most times it says error while sending then it actually sent money so u have to double check if its an error or it sent cash. recent transaction don't update as fast sometimes it even misplaces date and bring forth a transaction done a day or 2 back at the top.the only thing remotely good is the UI interface,1,2024-04-12,Commercial Bank of Ethiopia,Google Play,poor application time say error send actually send money u double check error send cash recent transaction update fast misplace date bring forth transaction day thing remotely good UI interface,NEGATIVE,0.9853797554969788,"['transaction', 'good', 'application', 'update', 'time', 'money']",1,['Transaction Issues']
"This app is not set up for diaspora users. It works fine until you needed a new verification code, or you change your cell phone and try to use the app on the new phone. You will not be able to get the verification key that it is asking for just for changing your phone. It requires you to go the nearest branch to get the verification key. For me this will be travelling to Ethiopia from USA just to get this code. Even my sister - a joint aact holder & has my Power of Attorney, could not help me.",1,2024-10-11,Commercial Bank of Ethiopia,Google Play,app set diaspora user work fine need new verification code change cell phone try use app new phone able verification key ask change phone require near branch verification key travel Ethiopia USA code sister joint aact holder Power Attorney help,NEGATIVE,0.9939188957214355,"['app', 'work', 'need', 'user', 'use']",1,['Cluster_1']
"I am extremely disappointed with this App. Every time I try to change my PIN, I receive an error message saying ""unable to connect to server."" Additionally, my transaction processes always fail. As a well-known company, I expected better service from CBE.",1,2023-11-11,Commercial Bank of Ethiopia,Google Play,extremely disappointed App time try change PIN receive error message say unable connect server additionally transaction process fail know company expect well service CBE,NEGATIVE,0.9996805191040039,"['app', 'transaction', 'time']",3,['Transaction Issues']
"Dear all, if you're an iOS user then the new update doesn't work at all. Those of you who use the Android App and you've been having troubles your user credentials have expired that's why it doesn't even load your balance, so you need to go to your branch and have them fix that!",1,2021-05-18,Commercial Bank of Ethiopia,Google Play,Dear ios user new update work use Android App have trouble user credential expire load balance need branch fix,NEUTRAL,0.4742,"['app', 'work', 'fix', 'need', 'user', 'update', 'use']",1,['Cluster_1']
"App needs lots of updates to accomodate more demographic for Ethiopians leaving overseas. - Ability to use user name and password to use the application. People leaving over seas if they lose their phone, they can't have access to the application again unless u got to Ethiopia and activated it on the new phone! That's rediocoulus. - This application seems like it's a transfer application, not a bank application. I should be able to do more things such as viewing bank statements and more....",3,2024-08-21,Commercial Bank of Ethiopia,Google Play,App need lot update accomodate demographic Ethiopians leave overseas ability use user password use application People leave sea lose phone access application u get Ethiopia activate new phone rediocoulus application like transfer application bank application able thing view bank statement,NEGATIVE,0.9929210543632507,"['app', 'need', 'application', 'like', 'bank', 'user', 'update', 'use', 'transfer']",1,['Transaction Issues']
The fast and easy to use app there is nothing to deny aboutt that... but it has a serious issue on showing transaction history like if i send or receive money i ll find the transaction history after a day. When the sms message is not working at some days the issue get worse like we dont have an idea how much money we have received. I dont this this issue is hard to fix for you hope you will fix it on the next update....the app deserve 4stars tbh but i just want you to see this seriously thankyou,1,2024-09-11,Commercial Bank of Ethiopia,Google Play,fast easy use app deny aboutt issue show transaction history like send receive money ll find transaction history day sms message work day issue bad like not idea money receive not issue hard fix hope fix update app deserve tbh want seriously thankyou,NEGATIVE,0.9949513673782349,"['app', 'work', 'fix', 'transaction', 'like', 'update', 'use', 'money', 'easy']",1,['Transaction Issues']
"My internate banking is not allowing me to transfer to another bank. While having this app, the application asks me to contact a nearby nmbranch. Don't save your money trysting this application. It is so bad! It doesn't even have help icon included. I dislike this up.",1,2022-02-04,Commercial Bank of Ethiopia,Google Play,internate banking allow transfer bank have app application ask contact nearby nmbranch save money tryste application bad help icon include dislike,NEGATIVE,0.9992343187332153,"['app', 'banking', 'application', 'bank', 'transfer', 'money']",1,['Transaction Issues']
"Good mobile banking application except some bugs. For instance, when I transfer money from account to account, an error message called 'already existed account' appears. But the money was transferred without any confirmation message. If I was not aware of that, I tried multiple times and sent the money multiple times too.",5,2023-01-06,Commercial Bank of Ethiopia,Google Play,good mobile banking application bug instance transfer money account account error message call exist account appear money transfer confirmation message aware try multiple time send money multiple time,NEUTRAL,0.5516,"['mobile', 'banking', 'good', 'application', 'time', 'transfer', 'money', 'account']",1,['Transaction Issues']
"I used this app for a long time , and i like it, its user friendly, not complicated at all, and more over it makes life easier for real. But the now after some times, this app is working better only on wifi, .. its veary hard to use it with mobile data, so please do something",3,2021-06-08,Commercial Bank of Ethiopia,Google Play,app long time like user friendly complicated make life easy real time app work well wifi veary hard use mobile datum,NEGATIVE,0.9886655807495117,"['app', 'work', 'mobile', 'like', 'user', 'use', 'time', 'easy']",3,['Positive User Experience']
"This one is better than the previous versions. But am unable to send to benficiaries, it was working on the previous versions. While working on the other features please work on this failure too. Thank u!",4,2021-08-24,Commercial Bank of Ethiopia,Google Play,well previous version unable send benficiarie work previous version work feature work failure thank u,NEUTRAL,0.5772,['work'],1,['Cluster_1']
"I would have given the app 5 stars if the download or share function of the last transaction confirmation is working. I wonder why you desabled it as I repeatedly obliged to screenshot the confirmation. If I were you, enable is as even pdf file to print and file. I hope you will correct by updating it.",4,2022-05-30,Commercial Bank of Ethiopia,Google Play,give app star download share function transaction confirmation work wonder desable repeatedly oblige screenshot confirmation enable pdf file print file hope correct update,NEGATIVE,0.9832671284675598,"['app', 'work', 'transaction', 'update']",2,['Transaction Issues']
Can't use this app after unsubscibing previous phone holders account and reinstalling. While I enter pin and activation code it says failed to authenticate and finally blocks the pin after 3 trials. I have been retried more than 3 times and finally gets stuck. Pls help.,4,2020-11-01,Commercial Bank of Ethiopia,Google Play,use app unsubscibe previous phone holder account reinstall enter pin activation code say fail authenticate finally block pin trial retry time finally get stick pls help,NEGATIVE,0.9993292093276978,"['app', 'use', 'time', 'account']",3,['Cluster_3']
"The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.",3,2023-03-10,Commercial Bank of Ethiopia,Google Play,app good change phone require authorization ID approach branch mandatory password reset option available user add security detail like user biometric account number etc,NEGATIVE,0.9710841178894043,"['app', 'good', 'like', 'user', 'account', 'option']",1,['Security Features']
"The app got dumber in the last update. Poorly organized, redundant item across different categories. I wrote this review with my phone barred from calls because I couldn't settle my bill from your old ""utilities"" or the newly added ""utility"" tab.",1,2024-03-06,Commercial Bank of Ethiopia,Google Play,app get dumber update poorly organize redundant item different category write review phone bar call settle bill old utility newly add utility tab,NEGATIVE,0.9996427297592163,"['app', 'update']",2,['Cluster_2']
"The old one was very bad and clumsy. every time I tried to login there was a problem with synchronization, because of that I was close to clear my account from CBE and open a new one in privet bank, as they cares about their customers. In other hand the new one is perfect and shows a little bit reformation in the Headquarter and this makes us to trust this bank again.",4,2020-08-01,Commercial Bank of Ethiopia,Google Play,old bad clumsy time try login problem synchronization close clear account CBE open new privet bank care customer hand new perfect show little bit reformation Headquarter make trust bank,NEGATIVE,0.998433530330658,"['bank', 'time', 'account']",3,['Cluster_3']
easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,easy use user friendly,POSITIVE,0.9000470042228699,"['user', 'use', 'easy']",1,['Positive User Experience']
"As a financial app, the app should be more sensetive for any action. When i do some transaction, it shows error message. But the transaction already done at the back. If you see error messages, it may not be error. Automatically stop doing any action see your balance and wait for your sms.",1,2022-11-01,Commercial Bank of Ethiopia,Google Play,financial app app sensetive action transaction show error message transaction error message error automatically stop action balance wait sms,NEGATIVE,0.9962162375450134,"['app', 'transaction']",1,['Transaction Issues']
"Won't update my account balance, severely out of sync. When I checked at the ATM it was a completely different number. General cbe problem, but the transactions take 10 days to post from a POS transaction. Makes t extremely difficult to use.",1,2023-12-14,Commercial Bank of Ethiopia,Google Play,will update account balance severely sync check ATM completely different number General cbe problem transaction day post POS transaction make t extremely difficult use,NEGATIVE,0.9922917485237122,"['transaction', 'update', 'use', 'account']",1,['Transaction Issues']
It is a very good application. It works better than any other applications i came across. I have seen much progress since the first time i started using it. Still it needs some improvement with connectivity issues.,4,2023-01-03,Commercial Bank of Ethiopia,Google Play,good application work well application come see progress time start need improvement connectivity issue,POSITIVE,0.99505215883255,"['work', 'need', 'good', 'application', 'time']",1,['Positive User Experience']
